noc,harm.rank2006,perc.rank2006,harm.rank2016,perc.rank2016,harm.rank2021,perc.rank2021,noc_title_2016,perc.change.21.06,rank.change.21.06,perc.change.21.16,rank.change.21.16,digit.2,skill_level
2145,20.7351172146259,95.8333333333333,23.1370776314862,94.2028985507246,37.2425390390226,90.6113537117904,Petroleum engineers,0.0522197962154294,16.5074218243967,0.0359154483893424,14.1054614075364,1,Skill level A
5111,121.035090624151,70.4166666666667,106.661960218369,76.3975155279503,37.6551318192603,90.3930131004367,Librarians,-0.1997634643377,-83.3799588048907,-0.139954975724864,-69.0068283991087,1,Skill level A
1423,67.6025683492916,85.8333333333333,33.7743305382627,91.7184265010352,38.1868287516719,90.174672489083,Desktop publishing operators and related occupations,-0.0434133915574964,-29.4157395976197,0.0154375401195223,4.4124982134092,4,Skill level C
2253,48.2125912328797,89.5833333333333,43.6783258943894,90.6832298136646,38.4453411362413,89.9563318777293,Drafting technologists and technicians,-0.00372998544395925,-9.7672500966384,0.00726897935935339,-5.2329847581481,2,Skill level B
0211,15.5650516973028,96.875,13.1935591126284,97.3084886128365,39.8794291913843,89.7379912663756,Engineering managers,0.0713700873362445,24.3143774940815,0.0757049734646089,26.6858700787559,2,Skill level B
5223,114.563505277112,73.125,38.8854070597338,90.8902691511387,43.1422598538744,89.5196506550219,Graphic arts technicians,-0.163946506550218,-71.4212454232376,0.0137061849611688,4.2568527941406,2,Skill level B
4162,53.4465750400724,87.9166666666667,56.3032095494035,88.1987577639752,43.5799839640209,89.3013100436681,Economists and economic policy researchers and analysts,-0.0138464337700146,-9.8665910760515,-0.0110255227969297,-12.7232255853826,1,Skill level A
1252,247.629045269766,32.0833333333333,183.897923290889,46.583850931677,43.6579631233758,89.0829694323144,Health information management occupations,-0.569996360989811,-203.97108214639,-0.424991185006374,-140.239960167513,2,Skill level B
5221,165.535588433306,53.5416666666667,80.2204458562792,83.0227743271222,46.4692898029305,88.8646288209607,Photographers,-0.35322962154294,-119.066298630376,-0.0584185449383855,-33.7511560533487,2,Skill level B
0212,49.6085677328492,89.375,44.9518875114105,90.4761904761905,50.5516492255049,88.646288209607,Architecture and science managers,0.00728711790393014,0.943081492655701,0.0182990226658349,5.5997617140944,2,Skill level B
2254,103.85774203994,76.25,108.822507142731,75.9834368530021,51.2623154693459,88.2096069868996,Land survey technologists and technicians,-0.119596069868996,-52.5954265705941,-0.122261701338975,-57.5601916733851,2,Skill level B
6521,176.558776505378,47.9166666666667,60.5519244258895,87.5776397515528,51.292154186072,87.9912663755458,Travel counsellors,-0.400745997088792,-125.266622319306,-0.00413626623993056,-9.25977023981751,5,Skill level C
2113,35.3953808991298,93.125,53.1332335675217,88.8198757763975,51.6327189054599,87.7729257641921,Geoscientists and oceanographers,0.0535207423580786,16.2373380063301,0.0104695001220537,-1.5005146620618,1,Skill level A
2152,113.981350469719,73.9583333333333,81.5784008897244,82.815734989648,51.9210840347739,87.5545851528384,Landscape architects,-0.135962518195051,-62.0602664349451,-0.047388501631904,-29.6573168549505,1,Skill level A
0311,147.045272289331,58.3333333333333,51.1913769485298,89.4409937888199,52.0037149451311,87.3362445414847,Managers in health care,-0.290029112081514,-95.0415573441999,0.0210474924733516,0.812337996601301,3,Skill level B
4167,96.4145013946217,79.7916666666667,33.8019227654643,91.5113871635611,52.2185707639836,87.117903930131,"Recreation, sports and fitness policy researchers, consultants and program officers",-0.0732623726346434,-44.1959306306381,0.0439348323343007,18.4166479985193,1,Skill level A
2234,44.0263550681017,90.8333333333333,52.5938068856293,89.0269151138717,52.7330726491828,86.8995633187773,Construction estimators,0.0393377001455604,8.7067175810811,0.0212735179509434,0.139265763553503,2,Skill level B
0632,228.417908299979,36.4583333333333,81.925814086456,82.4016563146998,56.2189496209321,86.6812227074236,Accommodation service managers,-0.502228893740902,-172.198958679047,-0.0427956639272379,-25.7068644655239,6,Skill level D
2244,45.4613612924194,90.2083333333333,51.3236641976452,89.2339544513458,57.9111443088187,86.4628820960699,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0.0374545123726347,12.4497830163993,0.0277107235527589,6.5874801111735,2,Skill level B
2231,69.5951338813448,85,69.1529068364424,85.0931677018634,58.3624593439398,86.2445414847162,Civil engineering technologists and technicians,-0.0124454148471616,-11.232674537405,-0.011513737828528,-10.7904474925026,2,Skill level B
2112,45.1786845230501,90.4166666666667,58.4133285341295,87.991718426501,58.7054091572113,86.0262008733625,Chemists,0.0439046579330422,13.5267246341612,0.0196551755313859,0.292080623081795,1,Skill level A
2263,98.1776747589218,79.375,98.1645694046427,78.0538302277433,59.375210317614,85.8078602620087,Inspectors in public and environmental health and occupational health and safety,-0.0643286026200873,-38.8024644413078,-0.0775403003426546,-38.7893590870287,2,Skill level B
4161,132.518767114571,63.3333333333333,54.557175662211,88.6128364389234,60.3379206565411,85.589519650655,"Natural and applied science policy researchers, consultants and program officers",-0.222561863173217,-72.1808464580299,0.0302331678826837,5.7807449943301,1,Skill level A
7333,59.9270447841737,87.5,79.7693830169997,83.2298136645963,60.3965962609052,85.3711790393013,Electrical mechanics,0.0212882096069869,0.469551476731496,-0.0214136537470504,-19.3727867560945,3,Skill level B
2211,129.48782177263,63.9583333333334,159.200380935163,60.6625258799172,60.6418817116323,85.1528384279476,Chemical technologists and technicians,-0.211945050946143,-68.8459400609977,-0.244903125480304,-98.5584992235307,2,Skill level B
2272,88.5692524602078,81.4583333333333,76.5168412777644,84.0579710144928,61.9974047379545,84.9344978165939,Air traffic controllers and related occupations,-0.0347616448326056,-26.5718477222533,-0.00876526802101133,-14.5194365398099,2,Skill level B
5136,240.313643403595,33.9583333333333,127.984420974795,68.944099378882,66.3485482701703,84.4978165938865,"Painters, sculptors and other visual artists",-0.505394832605531,-173.965095133425,-0.155537172150045,-61.6358727046247,1,Skill level A
4311,88.6495785711366,81.25,61.7654876545791,87.1635610766046,66.8917388261453,84.2794759825327,Police officers (except commissioned),-0.0302947598253275,-21.7578397449913,0.028840850940718,5.1262511715662,3,Skill level B
4165,261.075526149224,27.5,61.4542090429583,87.3706004140787,67.1629106463212,84.061135371179,"Health policy researchers, consultants and program officers",-0.56561135371179,-193.912615502903,0.0330946504289964,5.7087016033629,1,Skill level A
4163,128.478473925697,67.9166666666667,68.296257303841,85.5072463768116,67.561838703723,83.8427947598253,Business development officers and marketing researchers and consultants,-0.159261280931587,-60.916635221974,0.0166445161698626,-0.734418600118005,1,Skill level A
5123,89.6325587749314,80.8333333333333,146.692453895081,65.6314699792961,68.9157136889423,83.6244541484716,Journalists,-0.0279112081513828,-20.7168450859891,-0.179929841691756,-77.7767402061387,1,Skill level A
9472,65.2337265761492,86.0416666666667,67.0270845162429,85.7142857142857,70.0634656684835,83.4061135371179,"Camera, platemaking and other prepress occupations",0.0263555312954876,4.82973909233431,0.0230817217716781,3.03638115224059,4,Skill level C
0711,81.0767764136934,82.5,71.5065804049866,84.2650103519669,70.9860696569155,82.9694323144105,Construction managers,-0.00469432314410478,-10.0907067567779,0.0129557803755639,-0.520510748071104,7,Skill level D
0712,81.0767764136934,82.5,71.5065804049866,84.2650103519669,70.9860696569155,82.9694323144105,Home building and renovation managers,-0.00469432314410478,-10.0907067567779,0.0129557803755639,-0.520510748071104,7,Skill level D
0912,169.738073180992,51.875,64.4352759767975,86.5424430641822,71.6180235034187,82.7510917030568,Utilities managers,-0.308760917030568,-98.1200496775733,0.0379135136112543,7.1827475266212,9,
7241,52.0920734008072,88.5416666666667,85.4035657358808,81.7805383022774,73.1377297454708,82.3144104803493,Electricians (except industrial and power system),0.0622725618631732,21.0456563446636,-0.00533872178071912,-12.26583599041,2,Skill level B
7243,52.0920734008072,88.5416666666667,85.4035657358808,81.7805383022774,73.1377297454708,82.3144104803493,Power system electricians,0.0622725618631732,21.0456563446636,-0.00533872178071912,-12.26583599041,2,Skill level B
7242,65.1822423946236,86.25,92.2768327246689,79.9171842650104,77.2036656097602,82.0960698689956,Industrial electricians,0.0415393013100437,12.0214232151366,-0.0217888560398528,-15.0731671149087,2,Skill level B
0432,52.3755699751729,88.3333333333333,70.5621925863249,84.8861283643892,79.5446599819571,81.8777292576419,Fire chiefs and senior firefighting officers,0.0645560407569141,27.1690900067842,0.0300839910674731,8.9824673956322,4,Skill level C
5131,86.8305944390046,81.875,91.1109551987883,80.7453416149068,80.3359319371664,81.6593886462882,"Producers, directors, choreographers and related occupations",0.00215611353711792,-6.49466250183819,-0.00914047031381376,-10.7750232616219,1,Skill level A
1454,122.877783624909,69.375,86.4135447568291,81.3664596273292,80.7238416989708,81.4410480349345,Survey interviewers and statistical clerks,-0.120660480349345,-42.1539419259382,-0.000745884076053055,-5.6897030578583,4,Skill level C
2121,129.791361383398,63.75,98.6152370590842,77.8467908902692,83.6857515291293,81.2227074235808,Biologists and related scientists,-0.174727074235808,-46.1056098542687,-0.0337591653331164,-14.9294855299549,1,Skill level A
2122,60.2091213813241,87.2916666666667,91.3354574700886,80.5383022774327,84.5369776578054,81.0043668122271,Forestry professionals,0.0628729985443959,24.3278562764813,-0.00466064534794361,-6.79847981228319,1,Skill level A
9474,251.350699357771,31.4583333333333,255.814775830712,30.2277432712215,84.9092745081082,80.7860262008734,Photographic and film processors,-0.4932769286754,-166.441424849663,-0.505582829296518,-170.905501322604,4,Skill level C
7313,78.3367791452137,83.125,106.923684118778,76.1904761904762,89.2051160570237,80.3493449781659,Refrigeration and air conditioning mechanics,0.0277565502183406,10.86833691181,-0.0415886878768975,-17.7185680617543,3,Skill level B
7331,116.899152815607,71.875,111.924758809671,74.7412008281574,89.2051160570237,80.3493449781659,Oil and solid fuel heating mechanics,-0.0847434497816594,-27.6940367585833,-0.0560814415000859,-22.7196427526473,3,Skill level B
5242,68.0008193617218,85.4166666666667,177.983796861175,50.7246376811594,90.1364988818906,80.1310043668122,Interior designers and interior decorators,0.0528566229985444,22.1356795201688,-0.294063666856528,-87.8472979792844,2,Skill level B
4164,121.453932751491,70,71.3320410936643,84.6790890269151,90.3966778755615,79.9126637554585,"Social policy researchers, consultants and program officers",-0.0991266375545851,-31.0572548759295,0.047664252714566,19.0646367818972,1,Skill level A
4312,82.2196425266876,82.2916666666667,91.637267624217,80.3312629399586,91.247714381809,79.6943231441048,Firefighters,0.0259734352256186,9.0280718551214,0.00636939795853789,-0.389553242407999,3,Skill level B
2274,71.3672697248886,84.5833333333333,97.1715520286259,78.4679089026915,91.572678108977,79.4759825327511,"Engineer officers, water transport",0.0510735080058224,20.2054083840884,-0.0100807363005958,-5.5988739196489,2,Skill level B
7318,39.1835797398714,92.5,95.1408330156766,78.8819875776398,93.7985606759421,79.2576419213974,Elevator constructors and mechanics,0.132423580786026,54.6149809360707,-0.00375654343757628,-1.34227233973451,3,Skill level B
0113,102.810182660662,76.875,121.909805129691,70.8074534161491,94.1010041151804,79.0393013100437,Purchasing managers,-0.0216430131004367,-8.70917854548159,-0.082318478938946,-27.8088010145106,1,Skill level A
0124,203.133747412684,41.875,122.002185427796,70.6004140786749,94.1402347521517,78.82096069869,"Advertising, marketing and public relations managers",-0.3694596069869,-108.993512660532,-0.0822054662001501,-27.8619506756443,1,Skill level A
2212,52.5108196536065,88.125,84.7895615602585,82.1946169772257,94.4748536150231,78.6026200873363,Geological and mineral technologists and technicians,0.0952237991266376,41.9640339614166,0.0359199688988943,9.6852920547646,2,Skill level B
4012,71.8214954429906,84.375,78.5180269592925,83.6438923395445,95.5695757454816,78.3842794759825,Post-secondary teaching and research assistants,0.0599072052401747,23.748080302491,0.0525961286356198,17.0515487861891,0,Skill level A
2264,93.8189476381124,80,111.142413366935,74.9482401656315,96.0025614590073,78.1659388646288,Construction inspectors,0.0183406113537118,2.18361382089489,-0.0321769869899735,-15.1398519079277,2,Skill level B
7311,101.337047920204,77.2916666666667,93.5657440692159,79.5031055900621,96.5387633446775,77.9475982532751,Construction millwrights and industrial mechanics,-0.00655931586608444,-4.7982845755265,0.01555507336787,2.9730192754616,3,Skill level B
0132,118.645512984111,70.8333333333333,100.956051788177,77.2256728778468,99.897824176208,77.5109170305677,Postal and courier services managers,-0.0667758369723435,-18.747688807903,-0.00285244152720895,-1.05822761196899,1,Skill level A
1214,118.645512984111,70.8333333333333,100.956051788177,77.2256728778468,99.897824176208,77.5109170305677,"Supervisors, mail and message distribution occupations",-0.0667758369723435,-18.747688807903,-0.00285244152720895,-1.05822761196899,2,Skill level B
1215,269.345091026047,25.4166666666667,91.9853643182337,80.1242236024845,100.344423152943,77.292576419214,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",-0.518759097525473,-169.000667873104,0.028316471832705,8.35905883470929,2,Skill level B
2273,90.9862241055611,80.4166666666667,114.188096372053,73.4989648033126,101.083125504254,77.0742358078603,"Deck officers, water transport",0.0334243085880641,10.0969013986929,-0.0357527100454763,-13.104970867799,2,Skill level B
1224,323.812493654232,12.9166666666667,159.692870326462,59.2132505175983,101.423341235819,76.8558951965066,Property administrators,-0.639392285298399,-222.389152418413,-0.176426446789082,-58.269529090643,2,Skill level B
3141,142.630831254985,59.7916666666667,128.947054356635,68.5300207039338,102.814771339596,76.6375545851529,Audiologists and speech-language pathologists,-0.168458879184862,-39.816059915389,-0.0810753388121909,-26.132283017039,1,Skill level A
3221,108.067813406347,75.2083333333333,113.079693497902,74.3271221532091,103.225806283545,76.4192139737991,Denturists,-0.0121088064046579,-4.842007122802,-0.0209209182059002,-9.853887214357,2,Skill level B
1525,59.5333454099411,87.7083333333333,58.7152453711078,87.7846790890269,103.966353317225,76.2008733624454,Dispatchers,0.115074599708879,44.4330079072839,0.115838057265815,45.2511079461172,5,Skill level C
1243,265.769918720417,26.4583333333333,149.430151571125,64.5962732919255,104.515538578839,75.9825327510917,Medical administrative assistants,-0.495241994177584,-161.254380141578,-0.113862594591662,-44.914612992286,2,Skill level B
7205,127.437472825714,68.125,103.550854951128,77.0186335403727,105.522678288987,75.764192139738,"Contractors and supervisors, other construction trades, installers, repairers and servicers",-0.0763919213973799,-21.914794536727,0.0125444140063468,1.97182333785899,2,Skill level B
1123,134.96791662584,62.5,66.7599091814893,86.128364389234,105.85215180357,75.5458515283843,"Professional occupations in advertising, marketing and public relations",-0.130458515283843,-29.11576482227,0.105825128608497,39.0922426220807,1,Skill level A
6523,147.399287894227,57.9166666666667,98.9906275551213,77.639751552795,106.237431111358,75.3275109170306,Airline ticket and service agents,-0.174108442503639,-41.161856782869,0.0231224063576446,7.24680355623669,5,Skill level C
2221,141.223544077548,60.4166666666667,93.9185117711403,79.296066252588,108.204297347772,75.1091703056769,Biological technologists and technicians,-0.146925036390102,-33.019246729776,0.0418689594691113,14.2857855766317,2,Skill level B
1213,100.775346554899,77.7083333333333,117.425025501145,72.2567287784679,108.25278893051,74.6724890829694,"Supervisors, library, correspondence and related information workers",0.030358442503639,7.47744237561099,-0.0241576030450152,-9.17223657063501,2,Skill level B
5113,100.775346554899,77.7083333333333,117.425025501145,72.2567287784679,108.25278893051,74.6724890829694,Archivists,0.030358442503639,7.47744237561099,-0.0241576030450152,-9.17223657063501,1,Skill level A
0621,129.262542199653,64.375,116.744920017759,72.6708074534162,110.361672754962,74.4541484716157,Retail and wholesale trade managers,-0.100791484716157,-18.900869444691,-0.0178334101819957,-6.383247262797,6,Skill level D
2223,111.117059864974,74.5833333333333,93.5008790529761,79.7101449275362,110.495567740059,74.235807860262,Forestry technologists and technicians,0.00347525473071325,-0.621492124914994,0.0547433706727422,16.9946886870829,2,Skill level B
7315,114.155383738652,73.75,110.631096105802,75.1552795031056,111.745915471451,74.0174672489083,Aircraft mechanics and aircraft inspectors,-0.00267467248908299,-2.40946826720099,0.0113781225419729,1.114819365649,3,Skill level B
1251,75.8045097161465,83.9583333333333,119.143568585882,71.6356107660456,111.796473725425,73.7991266375546,"Court reporters, medical transcriptionists and related occupations",0.101592066957787,35.9919640092785,-0.0216351587150904,-7.34709486045699,2,Skill level B
1226,223.433587704166,36.875,119.909931675109,71.2215320910973,112.261972630263,73.5807860262009,Conference and event planners,-0.367057860262009,-111.171615073903,-0.0235925393510357,-7.64795904484599,2,Skill level B
5245,105.11318730269,75.8333333333333,117.502603494674,72.0496894409938,112.303153691724,73.3624454148472,"Patternmakers - textile, leather and fur products",0.0247088791848617,7.189966389034,-0.0131275597385337,-5.19944980295,2,Skill level B
1122,46.8456827380015,89.7916666666667,103.676688518398,76.8115942028986,112.599673262654,73.1441048034935,Professional occupations in business management consulting,0.166475618631732,65.7539905246525,0.036674893994051,8.922984744256,1,Skill level A
7231,139.54735269957,61.25,90.0399250197859,80.952380952381,114.91179853693,72.707423580786,Machinists and machining and tooling inspectors,-0.11457423580786,-24.63555416264,0.0824495737159493,24.8718735171441,2,Skill level B
7316,139.54735269957,61.25,90.0399250197859,80.952380952381,114.91179853693,72.707423580786,Machine fitters,-0.11457423580786,-24.63555416264,0.0824495737159493,24.8718735171441,3,Skill level B
3113,98.9396035950165,78.75,113.079693497902,74.3271221532091,114.921758774577,72.4890829694323,Dentists,0.0626091703056768,15.9821551795605,0.0183803918377679,1.842065276675,1,Skill level A
2224,156.65471438268,55.625,124.505313303331,69.7722567287785,115.122020939699,72.2707423580786,Conservation and fishery officers,-0.166457423580786,-41.532693442981,-0.0249848562930013,-9.38329236363199,2,Skill level B
7533,117.872340944139,71.4583333333333,114.188096372053,73.4989648033126,116.186319224619,72.0524017467249,Boat and cable ferry operators and related occupations,-0.00594068413391558,-1.68602171952,0.0144656305658774,1.998222852566,5,Skill level C
1111,77.6417185645866,83.5416666666667,122.713188959451,70.3933747412008,116.718978484086,71.8340611353712,Financial auditors and accountants,0.117076055312955,39.0772599194994,-0.0144068639417035,-5.99421047536501,1,Skill level A
2243,64.5950256868294,86.6666666666667,64.9563172054412,86.3354037267081,116.734184607474,71.6157205240175,Industrial instrument technicians and mechanics,0.150509461426492,52.1391589206446,0.147196832026906,51.7778674020328,2,Skill level B
6232,244.231369209822,32.9166666666667,190.639887860433,44.5134575569358,117.904773330608,71.3973799126638,Real estate agents and salespersons,-0.384807132459971,-126.326595879214,-0.268839223557279,-72.735114529825,2,Skill level B
5121,130.603997026402,63.5416666666667,191.360853276406,44.3064182194617,120.273618280122,71.17903930131,Authors and writers,-0.0763737263464337,-10.33037874628,-0.268726210818484,-71.087234996284,1,Skill level A
0122,115.940110680394,72.0833333333333,116.578794781561,72.8778467908903,120.956089795923,70.9606986899563,"Banking, credit and other investment managers",0.01122634643377,5.01597911552899,0.0191714810093394,4.37729501436199,1,Skill level A
1113,106.448795886069,75.625,94.3869138166509,79.0890269151139,122.529468389237,70.7423580786026,"Securities agents, investment dealers and brokers",0.0488264192139738,16.080672503168,0.0834666883651125,28.1425545725861,1,Skill level A
0431,80.5859424535544,82.9166666666667,68.6550328451206,85.3002070393375,122.807454045479,70.5240174672489,Commissioned police officers,0.123926491994178,42.2215115919246,0.147761895720886,54.1524212003584,4,Skill level C
